id	crohnall.yes	crohnall.no	commensal.yes	commensal.no	pvalues	pvalues.adj	pvalues.adj.bh
OG0000716:___DNA_polymerase_III_subunit_beta	27	0	24	0	1	1	1
OG0007294:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0010444:___hypothetical_protein	1	26	0	24	1	1	1
OG0007367:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0000702:___AI-2_transport_protein_TqsA	27	0	24	0	1	1	1
OG0004345:___Dihydroxy-acid_dehydratase	8	19	12	12	0.161420561083853	1	1
OG0005081:___Phage_terminase-like_protein,_large_subunit	5	22	4	20	1	1	1
OG0002207:___Putative_Holliday_junction_resolvase	27	0	24	0	1	1	1
OG0006952:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0010896:___hypothetical_protein	1	26	0	24	1	1	1
OG0001410:___Nitrate/nitrite_response_regulator_protein_NarL	27	0	24	0	1	1	1
OG0002514:___Aerobic_glycerol-3-phosphate_dehydrogenase	27	0	24	0	1	1	1
OG0004786:___Desosaminyl_transferase_EryCIII_precursor	7	20	8	16	0.759029445762082	1	1
OG0004490:___Mobilization_protein_A	6	21	3	21	0.472841051314143	1	1
OG0006757:___5-methylcytosine-specific_restriction_enzyme_subunit_McrC	1	26	2	22	0.595486194477791	1	1
OG0002849:___HTH-type_transcriptional_repressor_FabR	27	0	24	0	1	1	1
OG0003714:___hypothetical_protein	24	3	19	5	0.450527445020561	1	1
OG0000754:___Threonine_synthase	27	0	24	0	1	1	1
OG0009969:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002280:___Evolved_beta-galactosidase_subunit_beta	27	0	24	0	1	1	1
OG0007771:___Xylose_import_ATP-binding_protein_XylG	1	26	1	23	1	1	1
OG0001795:___Inner_membrane_protein_YohK	27	0	24	0	1	1	1
OG0011219:___hypothetical_protein	1	26	0	24	1	1	1
OG0002738:___putative_transport_protein_YifK	27	0	24	0	1	1	1
OG0009323:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007148:___N,N'-diacetylchitobiose_permease_IIC_component	1	26	2	22	0.595486194477791	1	1
OG0005209:___putative_fimbrial_chaperone_protein_ElfD_precursor	8	19	3	21	0.182004320778287	1	1
OG0006541:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0003563:___Lysine_decarboxylase,_inducible	24	3	24	0	0.237647058823529	1	1
OG0004508:___Heat_shock_protein_C	6	21	13	11	0.0234420960552675	1	1
OG0008583:___Serine/threonine_transporter_SstT	0	27	1	23	0.470588235294118	1	1
OG0006817:___Maltose_regulon_regulatory_protein_MalI	0	27	3	21	0.0971908763505402	1	1
OG0005568:___hypothetical_protein	4	23	4	20	1	1	1
OG0007438:___mRNA_endoribonuclease_LsoA	1	26	1	23	1	1	1
OG0002473:___hypothetical_protein	27	0	24	0	1	1	1
OG0004774:___Fructosamine_deglycase_FrlB	6	21	9	15	0.356370624575634	1	1
OG0005342:___Fimbrial_adhesin_PapG_precursor	6	21	4	20	0.731458342862132	1	1
OG0006472:___Proline/betaine_transporter	2	25	2	22	1	1	1
OG0000029:___Putative_permease_YjcD	27	0	24	0	1	1	1
OG0005597:___Transcriptional_regulator_AcuR	6	21	1	23	0.103411407116038	1	1
OG0010994:___hypothetical_protein	1	26	0	24	1	1	1
OG0004268:___hypothetical_protein	10	17	9	15	1	1	1
OG0001117:___Putative_GTP_cyclohydrolase_1_type_2	27	0	24	0	1	1	1
OG0011272:___Valine--pyruvate_aminotransferase	1	26	0	24	1	1	1
OG0005625:___hypothetical_protein	3	24	4	20	0.693187913463258	1	1
OG0008121:___Putative_diguanylate_cyclase_YeaJ	1	26	1	23	1	1	1
OG0010610:___hypothetical_protein	1	26	0	24	1	1	1
OG0004173:___Lambda_Phage_CIII	10	17	11	13	0.578005185577681	1	1
OG0004977:___Toxin_co-regulated_pilus_biosynthesis_protein_Q	6	21	6	18	1	1	1
OG0002455:___Protein_TusB	27	0	24	0	1	1	1
OG0003514:___Type_II_secretion_system_protein_F	26	1	21	3	0.331428571428571	1	1
OG0003918:___Oxygen-independent_coproporphyrinogen-III_oxidase_1	21	6	12	12	0.046328710047468	1	1
OG0011351:___ribonuclease_H	1	26	0	24	1	1	1
OG0010701:___hypothetical_protein	1	26	0	24	1	1	1
OG0006356:___DNA_primase	5	22	0	24	0.0524609843937575	1	1
OG0000830:___Nicotinate-nucleotide_pyrophosphorylase_[carboxylating]	27	0	24	0	1	1	1
OG0001330:___Flagellar_basal_body_rod_protein_FlgB	27	0	24	0	1	1	1
OG0001026:___Allantoinase	27	0	24	0	1	1	1
OG0001218:___Putative_ABC_transporter_arginine-binding_protein_2_precursor	27	0	24	0	1	1	1
OG0008784:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006418:___Aerobic_respiration_control_protein_ArcA	0	27	4	20	0.0425210084033614	1	1
OG0000113:___IS2_transposase_TnpB	17	10	16	8	1	1	1
OG0008921:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008081:___hypothetical_protein	1	26	1	23	1	1	1
OG0001621:___HTH-type_transcriptional_regulator_ChbR	27	0	24	0	1	1	1
OG0005299:___Ferredoxin_fas2	7	20	3	21	0.300429523615483	1	1
OG0000741:___Arginine/agmatine_antiporter	27	0	23	1	0.470588235294118	1	1
OG0006880:___hypothetical_protein	2	25	1	23	1	1	1
OG0007742:___Methionine_synthase	0	27	2	22	0.216470588235294	1	1
OG0010983:___hypothetical_protein	1	26	0	24	1	1	1
OG0004445:___hypothetical_protein	10	17	8	16	1	1	1
OG0009683:___Clamp-binding_protein_CrfC	0	27	1	23	0.470588235294118	1	1
OG0002485:___hypothetical_protein	27	0	24	0	1	1	1
OG0004110:___hypothetical_protein	14	13	12	12	1	1	1
OG0002376:___Glutamate_synthase_[NADPH]_large_chain_precursor	27	0	24	0	1	1	1
OG0005290:___putative_nucleotidyltransferase	3	24	7	17	0.159764846067076	1	1
OG0010723:___hypothetical_protein	1	26	0	24	1	1	1
OG0002359:___putative_phospholipid-binding_protein_MlaC_precursor	27	0	24	0	1	1	1
OG0005881:___hypothetical_protein	4	23	2	22	0.671272764424919	1	1
OG0004119:___photosystem_I_assembly_protein_Ycf3	19	8	9	15	0.0255605636081234	1	1
OG0011505:___hypothetical_protein	1	26	0	24	1	1	1
OG0007280:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0001696:___High-affinity_zinc_uptake_system_membrane_protein_ZnuB	27	0	24	0	1	1	1
OG0000039:___Phage_minor_tail_protein	24	3	20	4	0.693187913463258	1	1
OG0008276:___Alcohol_dehydrogenase_2	2	25	0	24	0.491764705882353	1	1
OG0002904:___Quinone_oxidoreductase_1	27	0	24	0	1	1	1
OG0006197:___hypothetical_protein	2	25	3	21	0.656330617353324	1	1
OG0011109:___Modification_methylase_DpnIIA	1	26	0	24	1	1	1
OG0011693:___tRNA(Met)_cytidine_acetyltransferase_TmcA	1	26	0	24	1	1	1
OG0010758:___Glutamate/gamma-aminobutyrate_antiporter	1	26	0	24	1	1	1
OG0008617:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004456:___Internalin-J_precursor	8	19	12	12	0.161420561083853	1	1
OG0005991:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0004605:___hypothetical_protein	10	17	5	19	0.234992863922461	1	1
OG0010172:___Chaperone_protein_FocC_precursor	0	27	1	23	0.470588235294118	1	1
OG0002563:___Dipeptide_and_tripeptide_permease_B	27	0	24	0	1	1	1
OG0011370:___hypothetical_protein	1	26	0	24	1	1	1
OG0007897:___Nucleoid_occlusion_protein	0	27	2	22	0.216470588235294	1	1
OG0011328:___Septum_site-determining_protein_MinC	1	26	0	24	1	1	1
OG0003229:___putative_multidrug_resistance_protein_EmrK	26	1	24	0	1	1	1
OG0007587:___putative_acetyltransferase_YhhY	0	27	2	22	0.216470588235294	1	1
OG0010781:___hypothetical_protein	1	26	0	24	1	1	1
OG0011519:___hypothetical_protein	1	26	0	24	1	1	1
OG0007641:___Beta-galactosidase	1	26	1	23	1	1	1
OG0009068:___Chondroitin_synthase	0	27	1	23	0.470588235294118	1	1
OG0010244:___hypothetical_protein	1	26	0	24	1	1	1
OG0003482:___Diaminopropionate_ammonia-lyase	26	1	23	1	1	1	1
OG0010733:___Leucine_efflux_protein	1	26	0	24	1	1	1
OG0000900:___putative_methyltransferase_YcgJ	27	0	24	0	1	1	1
OG0001820:___Inner_membrane_ABC_transporter_permease_protein_YejE	27	0	24	0	1	1	1
OG0010475:___Bacterial_mobilization_protein_(MobC)	1	26	0	24	1	1	1
OG0008059:___DNA_polymerase_III_subunit_alpha	1	26	1	23	1	1	1
OG0002353:___GTPase_ObgE/CgtA	27	0	24	0	1	1	1
OG0005330:___(S)-sulfolactate_dehydrogenase	5	22	5	19	1	1	1
OG0005837:___Methylaspartate_ammonia-lyase	2	25	4	20	0.402314117136216	1	1
OG0010013:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005401:___hypothetical_protein	4	23	5	19	0.718031260005239	1	1
OG0009981:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000837:___hypothetical_protein	27	0	24	0	1	1	1
OG0009155:___Elongation_factor_P	0	27	1	23	0.470588235294118	1	1
OG0009108:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007369:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0008232:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0003429:___Flagellar_hook-basal_body_complex_protein_FliE	25	2	24	0	0.491764705882353	1	1
OG0002786:___Alpha-D-glucose-1-phosphate_phosphatase_YihX	27	0	24	0	1	1	1
OG0010622:___hypothetical_protein	1	26	0	24	1	1	1
OG0001714:___Chemotaxis_protein_CheY	27	0	24	0	1	1	1
OG0011708:___hypothetical_protein	1	26	0	24	1	1	1
OG0005161:___2-hydroxy-3-oxopropionate_reductase	10	17	2	22	0.0215252657102474	1	1
OG0002243:___DNA_topoisomerase_4_subunit_A	27	0	24	0	1	1	1
OG0006343:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0007460:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0006909:___Translation_initiation_factor_IF-2	1	26	2	22	0.595486194477791	1	1
OG0008573:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003320:___putative_acrEF/envCD_operon_repressor	26	1	24	0	1	1	1
OG0005176:___hypothetical_protein	4	23	7	17	0.309542283984955	1	1
OG0002322:___Penicillin-binding_protein_activator_LpoA_precursor	27	0	24	0	1	1	1
OG0000617:___Putative_cyclic-di-GMP_phosphodiesterase_AdrB	27	0	24	0	1	1	1
OG0002349:___Ribosomal_RNA_large_subunit_methyltransferase_E	27	0	24	0	1	1	1
OG0009996:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011439:___Methionine_synthase	1	26	0	24	1	1	1
OG0004749:___Phage_head-tail_joining_protein	10	17	5	19	0.234992863922461	1	1
OG0011731:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002491:___Type_IV_pilus_biogenesis_and_competence_protein_PilQ_precursor	27	0	24	0	1	1	1
OG0009572:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001889:___putative_Nudix_hydrolase_YfcD	27	0	24	0	1	1	1
OG0000324:___Ribonucleoside-diphosphate_reductase_1_subunit_beta	27	0	24	0	1	1	1
OG0000000:___Prophage_CP4-57_integrase	26	1	24	0	1	1	1
OG0011663:___hypothetical_protein	1	26	0	24	1	1	1
OG0010579:___hypothetical_protein	1	26	0	24	1	1	1
OG0004751:___Phage_tail_tube_protein	10	17	5	19	0.234992863922461	1	1
OG0005828:___DNA_polymerase_III_subunit_tau	3	24	3	21	1	1	1
OG0007353:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0006355:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0009394:___Crotonobetainyl-CoA_dehydrogenase	0	27	1	23	0.470588235294118	1	1
OG0007993:___Cyclic_di-GMP_phosphodiesterase_Gmr	1	26	1	23	1	1	1
OG0007111:___Tyrosine_recombinase_XerD	0	27	3	21	0.0971908763505402	1	1
OG0007435:___Sensor_histidine_kinase_YehU	1	26	1	23	1	1	1
OG0004382:___Small_toxic_protein_TisB	9	18	13	11	0.16432222004204	1	1
OG0009680:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008196:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0001088:___Alpha-ribazole_phosphatase	27	0	24	0	1	1	1
OG0008710:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002788:___D-tyrosyl-tRNA(Tyr)_deacylase	27	0	24	0	1	1	1
OG0003636:___Antitoxin_HipB	23	4	23	1	0.35390156062425	1	1
OG0003380:___hypothetical_protein	27	0	23	1	0.470588235294118	1	1
OG0002673:___putative_oxidoreductase	27	0	24	0	1	1	1
OG0001414:___Formyltetrahydrofolate_deformylase	27	0	24	0	1	1	1
OG0008071:___putative_symporter_YjmB	1	26	1	23	1	1	1
OG0009563:___K(+)/H(+)_antiporter_NhaP2	0	27	1	23	0.470588235294118	1	1
OG0004525:___hypothetical_protein	14	13	4	20	0.0176394211658088	1	1
OG0004379:___hypothetical_protein	8	19	14	10	0.0508168097499005	1	1
OG0006174:___hypothetical_protein	2	25	3	21	0.656330617353324	1	1
OG0003119:___DNA_protection_during_starvation_protein	27	0	23	1	0.470588235294118	1	1
OG0000854:___RNA_polymerase-binding_transcription_factor_DksA	27	0	24	0	1	1	1
OG0006191:___hypothetical_protein	2	25	3	21	0.656330617353324	1	1
OG0011495:___hypothetical_protein	1	26	0	24	1	1	1
OG0011440:___type_II_restriction_endonuclease,_Alw26I/Eco31I/Esp3I_family	1	26	0	24	1	1	1
OG0011772:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010571:___hypothetical_protein	1	26	0	24	1	1	1
OG0002279:___Evolved_beta-galactosidase_subunit_alpha	27	0	24	0	1	1	1
OG0008924:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007770:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0001806:___HTH-type_transcriptional_regulator_CysL	27	0	24	0	1	1	1
OG0009306:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006606:___hypothetical_protein	2	25	2	22	1	1	1
OG0009771:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008935:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002826:___Cell_division_protein_FtsN	27	0	24	0	1	1	1
OG0007781:___hypothetical_protein	1	26	1	23	1	1	1
OG0002495:___Penicillin-binding_protein_1A	27	0	24	0	1	1	1
OG0001091:___Pyrimidine-specific_ribonucleoside_hydrolase_RihA	27	0	24	0	1	1	1
OG0005763:___ankyrin_repeat_protein	2	25	1	23	1	1	1
OG0002565:___Ribosomal_RNA_large_subunit_methyltransferase_J	27	0	24	0	1	1	1
OG0006598:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0008482:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0000547:___Leucine--tRNA_ligase	27	0	24	0	1	1	1
OG0002429:___30S_ribosomal_protein_S11	27	0	24	0	1	1	1
OG0008238:___hypothetical_protein	1	26	1	23	1	1	1
OG0002177:___Toxin_CptA	27	0	24	0	1	1	1
OG0007463:___GDP-mannose_mannosyl_hydrolase	1	26	1	23	1	1	1
OG0002352:___D-alanyl-D-alanine_carboxypeptidase_DacB_precursor	27	0	24	0	1	1	1
OG0001825:___50S_ribosomal_protein_L25	27	0	24	0	1	1	1
OG0011767:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006194:___Benzylsuccinate_synthase_alpha_subunit	2	25	3	21	0.656330617353324	1	1
OG0005218:___Phage_Tail_Protein_X	5	22	4	20	1	1	1
OG0004820:___Mor_transcription_activator_family_protein	5	22	8	16	0.335788254308011	1	1
OG0005506:___Toxin_RTX-I_translocation_ATP-binding_protein	4	23	4	20	1	1	1
OG0003162:___Bestrophin,_RFP-TM,_chloride_channel	27	0	23	1	0.470588235294118	1	1
OG0001338:___Flagellar_hook-associated_protein_1	27	0	24	0	1	1	1
OG0009927:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004972:___Macrophage_killing_protein_with_similarity_to_conjugation_protein	6	21	6	18	1	1	1
OG0009439:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003174:___Cysteine_desulfuration_protein_SufE	26	1	24	0	1	1	1
OG0003647:___hypothetical_protein	15	12	14	10	1	1	1
OG0008467:___30S_ribosomal_protein_S3	2	25	0	24	0.491764705882353	1	1
OG0000267:___Type_4_prepilin-like_proteins_leader_peptide-processing_enzyme	26	1	23	1	1	1	1
OG0002794:___Formate_dehydrogenase-O_major_subunit_precursor	27	0	24	0	1	1	1
OG0005885:___hypothetical_protein	3	24	3	21	1	1	1
OG0010804:___putative_HTH-type_transcriptional_regulator_YtcD	1	26	0	24	1	1	1
OG0010152:___DNA_sulfur_modification_protein_DndE	0	27	1	23	0.470588235294118	1	1
OG0002054:___Laccase_domain_protein_YfiH	27	0	24	0	1	1	1
OG0000233:___DNA_mismatch_repair_protein_MutL	27	0	24	0	1	1	1
OG0000701:___Leu/Ile/Val-binding_protein_precursor	27	0	24	0	1	1	1
OG0006301:___Alpha-hemolysin_translocation_ATP-binding_protein_HlyB	5	22	0	24	0.0524609843937575	1	1
OG0001434:___Tryptophan_synthase_beta_chain	27	0	24	0	1	1	1
OG0010218:___hypothetical_protein	1	26	0	24	1	1	1
OG0011788:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006271:___hypothetical_protein	4	23	1	23	0.35390156062425	1	1
OG0010272:___hypothetical_protein	1	26	0	24	1	1	1
OG0003787:___Bacterial_conjugation_TrbI-like_protein	17	10	15	9	1	1	1
OG0007715:___Sensor_protein_RstB	1	26	1	23	1	1	1
OG0007721:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0007414:___Putative_osmoprotectant_uptake_system_ATP-binding_protein_YehX	3	24	0	24	0.237647058823529	1	1
OG0005118:___hypothetical_protein	5	22	6	18	0.735824873872504	1	1
OG0000036:___hypothetical_protein	23	4	19	5	0.718031260005239	1	1
OG0008700:___Cytochrome_c-type_biogenesis_protein_CcmE	0	27	1	23	0.470588235294118	1	1
OG0001048:___Ferrienterobactin_receptor_precursor	27	0	24	0	1	1	1
OG0001254:___Chromosome_partition_protein_MukF	27	0	24	0	1	1	1
OG0004029:___Tripartite_tricarboxylate_transporter_family_receptor	19	8	11	13	0.0937463860267732	1	1
OG0010145:___Capsular_polysaccharide_phosphotransferase_SacB	0	27	1	23	0.470588235294118	1	1
OG0001346:___Acyl_carrier_protein	27	0	24	0	1	1	1
OG0004167:___Fic/DOC_family_protein	17	10	10	14	0.165081806392169	1	1
OG0007915:___Dephospho-CoA_kinase	1	26	1	23	1	1	1
OG0003044:___Ribosomal_RNA_small_subunit_methyltransferase_C	27	0	24	0	1	1	1
OG0011325:___Phosphomannomutase/phosphoglucomutase	1	26	0	24	1	1	1
OG0005725:___hypothetical_protein	5	22	2	22	0.424727337743608	1	1
OG0002266:___putative_glycerol-3-phosphate_acyltransferase	27	0	24	0	1	1	1
OG0003803:___TraX_protein	17	10	16	8	1	1	1
OG0011388:___putative_tRNA_(adenine(37)-N6)-methyltransferase	1	26	0	24	1	1	1
OG0008790:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009907:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008823:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001149:___6-phosphogluconolactonase	27	0	24	0	1	1	1
OG0005269:___hypothetical_protein	6	21	4	20	0.731458342862132	1	1
OG0009322:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004609:___hypothetical_protein	10	17	6	18	0.384483855903391	1	1
OG0001226:___Macrolide_export_protein_MacA	27	0	24	0	1	1	1
OG0010806:___HTH-type_transcriptional_regulator_SinR	1	26	0	24	1	1	1
OG0010656:___hypothetical_protein	1	26	0	24	1	1	1
OG0011778:___Hydrogenase_isoenzymes_formation_protein_HypE	0	27	1	23	0.470588235294118	1	1
OG0009691:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008802:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008058:___hypothetical_protein	1	26	1	23	1	1	1
OG0001869:___NADH-quinone_oxidoreductase_subunit_M	27	0	24	0	1	1	1
OG0000351:___Arylsulfatase	27	0	24	0	1	1	1
OG0011678:___hypothetical_protein	1	26	0	24	1	1	1
OG0005141:___MbeD/MobD_like_protein	3	24	6	18	0.275910502746373	1	1
OG0008458:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0001439:___Ribosomal_large_subunit_pseudouridine_synthase_B	27	0	24	0	1	1	1
OG0009309:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008319:___Arginase	2	25	0	24	0.491764705882353	1	1
OG0009941:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002853:___UDP-N-acetylenolpyruvoylglucosamine_reductase	27	0	24	0	1	1	1
OG0003286:___Murein_hydrolase_activator_NlpD_precursor	26	1	24	0	1	1	1
OG0001391:___hypothetical_protein	27	0	24	0	1	1	1
OG0003468:___Sensor_histidine_kinase_RcsC	25	2	24	0	0.491764705882353	1	1
OG0000762:___Chaperone_protein_DnaK	27	0	24	0	1	1	1
OG0008075:___hypothetical_protein	1	26	1	23	1	1	1
OG0009877:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003521:___Mercuric_reductase	25	2	23	1	1	1	1
OG0007578:___Taurine-binding_periplasmic_protein_precursor	0	27	2	22	0.216470588235294	1	1
OG0000532:___Aldehyde_reductase_YahK	26	1	24	0	1	1	1
OG0010619:___Cyclic_di-GMP_phosphodiesterase_YhjH	1	26	0	24	1	1	1
OG0003300:___6-phospho-beta-glucosidase_BglA	27	0	23	1	0.470588235294118	1	1
OG0000528:___30S_ribosomal_protein_S2	27	0	24	0	1	1	1
OG0011625:___Transport_of_quorum-sensing_signal_protein	1	26	0	24	1	1	1
OG0002855:___Pantothenate_kinase	27	0	24	0	1	1	1
OG0002647:___Orotate_phosphoribosyltransferase	27	0	24	0	1	1	1
OG0003451:___5-hydroxyisourate_hydrolase_precursor	25	2	24	0	0.491764705882353	1	1
OG0008816:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000424:___Glyceraldehyde-3-phosphate_dehydrogenase	27	0	24	0	1	1	1
OG0011375:___Altronate_dehydratase	1	26	0	24	1	1	1
OG0011337:___HTH-type_transcriptional_regulator_TdfR	1	26	0	24	1	1	1
OG0003565:___S-fimbrial_protein_subunit_SfaG_precursor	26	1	22	2	0.595486194477791	1	1
OG0006875:___hypothetical_protein	2	25	1	23	1	1	1
OG0009753:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003807:___Relaxosome_protein_TraM	17	10	16	8	1	1	1
OG0009141:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005806:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0003823:___Putative_general_secretion_pathway_protein_B	23	4	14	10	0.0575752508072899	1	1
OG0000618:___Glucose-6-phosphate_1-dehydrogenase	27	0	23	1	0.470588235294118	1	1
OG0007896:___Chromosome-partitioning_protein_Spo0J	0	27	2	22	0.216470588235294	1	1
OG0008835:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011884:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003314:___PTS_system_mannose-specific_EIIAB_component	27	0	23	1	0.470588235294118	1	1
OG0001224:___hypothetical_protein	27	0	24	0	1	1	1
OG0010201:___hypothetical_protein	1	26	0	24	1	1	1
OG0004822:___hypothetical_protein	4	23	7	17	0.309542283984955	1	1
OG0006430:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0003965:___2,3-dihydroxybenzoate-AMP_ligase	18	9	13	11	0.401843731905091	1	1
OG0000017:___Antirestriction_protein_KlcA	19	8	19	5	0.533919598903632	1	1
OG0011542:___arsenical_resistance_protein_ArsH	1	26	0	24	1	1	1
OG0010311:___hypothetical_protein	1	26	0	24	1	1	1
OG0002875:___Homoserine_O-succinyltransferase	27	0	24	0	1	1	1
OG0006765:___SoxR_reducing_system_protein_RseC	0	27	3	21	0.0971908763505402	1	1
OG0006097:___hypothetical_protein	0	27	5	19	0.0180940461290899	1	1
OG0003140:___Regulator_of_RpoS	27	0	23	1	0.470588235294118	1	1
OG0005062:___flagellar_hook-basal_body_protein_FliE	7	20	5	19	0.749033630178879	1	1
OG0002016:___Inositol-1-monophosphatase	27	0	24	0	1	1	1
OG0008540:___Putative_acyl-CoA_dehydrogenase_AidB	2	25	0	24	0.491764705882353	1	1
OG0011212:___hypothetical_protein	1	26	0	24	1	1	1
OG0003895:___hypothetical_protein	16	11	15	9	1	1	1
OG0009109:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001534:___hypothetical_protein	27	0	24	0	1	1	1
OG0007649:___hypothetical_protein	1	26	1	23	1	1	1
OG0007072:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0004406:___Ferrichrome_receptor_FcuA_precursor	11	16	8	16	0.772377290411451	1	1
OG0006738:___hypothetical_protein	4	23	0	24	0.112749099639856	1	1
OG0000373:___Ornithine_carbamoyltransferase_chain_I	27	0	24	0	1	1	1
OG0002267:___L(+)-tartrate_dehydratase_subunit_alpha	27	0	24	0	1	1	1
OG0005859:___GDP-6-deoxy-D-talose_4-dehydrogenase	1	26	5	19	0.0876324998084339	1	1
OG0010526:___hypothetical_protein	1	26	0	24	1	1	1
OG0001053:___Enterobactin_exporter_EntS	27	0	24	0	1	1	1
OG0002765:___Sec-independent_protein_translocase_protein_TatB	27	0	24	0	1	1	1
OG0003365:___Phosphate-import_protein_PhnD_precursor	26	1	24	0	1	1	1
OG0002987:___L-ribulose-5-phosphate_4-epimerase_UlaF	27	0	24	0	1	1	1
OG0011208:___putative_hydrolase_(HAD_superfamily)	1	26	0	24	1	1	1
OG0003340:___D-galactonate_transporter	26	1	23	1	1	1	1
OG0011854:___CAAX_amino_terminal_protease_self-_immunity	0	27	1	23	0.470588235294118	1	1
OG0008506:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0004059:___Relaxosome_protein_TraY	13	14	12	12	1	1	1
OG0006196:___Aldehyde-alcohol_dehydrogenase	2	25	3	21	0.656330617353324	1	1
OG0003720:___Type_I_restriction_enzyme_EcoKI_M_protein	15	12	12	12	0.781924352415865	1	1
OG0005287:___hypothetical_protein	2	25	8	16	0.0325828500623406	1	1
OG0005034:___Antitoxin_MqsA	5	22	7	17	0.511276016664133	1	1
OG0009515:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008637:___Cytochrome_bd-II_ubiquinol_oxidase_subunit_1	0	27	1	23	0.470588235294118	1	1
OG0005043:___Sorbitol_operon_regulator	9	18	3	21	0.105369667447964	1	1
OG0001187:___Benzylsuccinate_synthase_activating_enzyme	27	0	24	0	1	1	1
OG0004886:___CRISPR-associated_protein_Cse2_(CRISPR_cse2)	4	23	10	14	0.05757525080729	1	1
OG0010440:___hypothetical_protein	1	26	0	24	1	1	1
OG0008215:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0002064:___50S_ribosomal_protein_L19	27	0	24	0	1	1	1
OG0010163:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004232:___hypothetical_protein	10	17	13	11	0.267174959264146	1	1
OG0001364:___Spermidine/putrescine_transport_system_permease_protein_PotB	27	0	24	0	1	1	1
