Operon	Gene	Location	Strand	Length	Gene	Synonym	Code	COG	Product	
1390 	prok_03518 	3696292..3697629 	+ 	1338 	hemN_2 	prok_03518 	- 	- 	Oxygen-independent coproporphyrinogen-III oxidase 1
1390 	prok_03519 	3697642..3698136 	+ 	495 	- 	prok_03519 	- 	- 	putative heme utilization carrier protein HutX
1390 	prok_03520 	3698136..3698759 	+ 	624 	- 	prok_03520 	- 	- 	Putative NADH-flavin reductase
1390 	prok_03521 	3698844..3699800 	+ 	957 	hmuU 	prok_03521 	- 	- 	Hemin transport system permease protein HmuU
1390 	prok_03522 	3699797..3700567 	+ 	771 	hmuV 	prok_03522 	- 	- 	Hemin import ATP-binding protein HmuV
1391 	prok_03523 	3700619..3701194 	- 	576 	- 	prok_03523 	- 	- 	putative Mg(2+) transport ATPase
1391 	prok_03524 	3701330..3701668 	- 	339 	hdeB 	prok_03524 	- 	- 	10K-L protein
1391 	prok_03525 	3701772..3702104 	- 	333 	hdeA 	prok_03525 	- 	- 	10K-S protein
1392 	prok_03526 	3702359..3702931 	+ 	573 	- 	prok_03526 	- 	- 	acid-resistance membrane protein
1393 	prok_03527 	3703730..3704257 	+ 	528 	gadE 	prok_03527 	- 	- 	Transcriptional regulator GadE
1394 	prok_03528 	3704207..3704536 	- 	330 	- 	prok_03528 	- 	- 	hypothetical protein
1395 	prok_03529 	3704596..3705753 	+ 	1158 	mdtE 	prok_03529 	- 	- 	Multidrug resistance protein MdtE precursor
1395 	prok_03530 	3705778..3708891 	+ 	3114 	mdtF 	prok_03530 	- 	- 	Multidrug resistance protein MdtF
1396 	prok_03531 	3708828..3709109 	- 	282 	- 	prok_03531 	- 	- 	hypothetical protein
1396 	prok_03532 	3709254..3709982 	- 	729 	gadW 	prok_03532 	- 	- 	HTH-type transcriptional regulator GadW
1397 	prok_03533 	3710351..3711175 	- 	825 	gadX_1 	prok_03533 	- 	- 	HTH-type transcriptional regulator GadX
1398 	prok_03534 	3711544..3712944 	- 	1401 	gadA 	prok_03534 	- 	- 	Glutamate decarboxylase alpha
1399 	prok_03535 	3713155..3714552 	- 	1398 	ccp 	prok_03535 	- 	- 	Cytochrome c551 peroxidase precursor
1400 	prok_03536 	3714957..3716606 	+ 	1650 	treF 	prok_03536 	- 	- 	Cytoplasmic trehalase
1401 	prok_03537 	3716657..3717259 	- 	603 	degU 	prok_03537 	- 	- 	Protease production enhancer protein
1402 	prok_03538 	3717707..3718678 	+ 	972 	dmlR_8 	prok_03538 	- 	- 	D-malate degradation protein R
1402 	prok_03539 	3718727..3719740 	+ 	1014 	yhjD 	prok_03539 	- 	- 	Inner membrane protein YhjD
1403 	prok_03540 	3720133..3721455 	+ 	1323 	yhjE_2 	prok_03540 	- 	- 	Inner membrane metabolite transport protein YhjE
1404 	prok_03541 	3721496..3723556 	- 	2061 	- 	prok_03541 	- 	- 	putative assembly protein
1404 	prok_03542 	3723626..3724393 	- 	768 	yhjH 	prok_03542 	- 	- 	Cyclic di-GMP phosphodiesterase YhjH
1405 	prok_03543 	3724625..3725554 	+ 	930 	iolC_2 	prok_03543 	- 	- 	5-dehydro-2-deoxygluconokinase
1406 	prok_03544 	3725650..3727146 	- 	1497 	- 	prok_03544 	- 	- 	Peptidase M16 inactive domain protein
1407 	prok_03545 	3727366..3728652 	- 	1287 	dctA 	prok_03545 	- 	- 	Aerobic C4-dicarboxylate transport protein
1408 	prok_03546 	3728835..3730784 	- 	1950 	cph2 	prok_03546 	- 	- 	Bacteriophytochrome cph2
1408 	prok_03547 	3730905..3734378 	- 	3474 	bcsC 	prok_03547 	- 	- 	Cellulose synthase operon protein C precursor
1408 	prok_03548 	3734360..3735466 	- 	1107 	bcsZ 	prok_03548 	- 	- 	Endoglucanase precursor
1408 	prok_03549 	3735473..3737782 	- 	2310 	bcsB 	prok_03549 	- 	- 	Cellulose synthase regulatory subunit
1408 	prok_03550 	3737823..3740441 	- 	2619 	bcsA 	prok_03550 	- 	- 	Cellulose synthase catalytic subunit [UDP-forming]
1408 	prok_03551 	3740438..3741190 	- 	753 	- 	prok_03551 	- 	- 	cell division protein
1408 	prok_03552 	3741202..3741390 	- 	189 	- 	prok_03552 	- 	- 	hypothetical protein
1409 	prok_03553 	3741675..3743234 	+ 	1560 	- 	prok_03553 	- 	- 	cellulose biosynthesis protein BcsE
1409 	prok_03554 	3743231..3743422 	+ 	192 	- 	prok_03554 	- 	- 	celllulose biosynthesis operon protein BcsF/YhjT
1409 	prok_03555 	3743419..3745098 	+ 	1680 	- 	prok_03555 	- 	- 	cellulose synthase operon protein YhjU
1410 	prok_03556 	3745185..3745292 	- 	108 	ldrD_2 	prok_03556 	- 	- 	Small toxic polypeptide LdrD
1411 	prok_03557 	3745768..3747039 	+ 	1272 	yhjV 	prok_03557 	- 	- 	Inner membrane transport protein YhjV
1412 	prok_03558 	3747069..3748073 	- 	1005 	oppF_3 	prok_03558 	- 	- 	Stage 0 sporulation protein KE
1412 	prok_03559 	3748070..3749053 	- 	984 	oppD_2 	prok_03559 	- 	- 	Stage 0 sporulation protein KD
1412 	prok_03560 	3749064..3749966 	- 	903 	dppC 	prok_03560 	- 	- 	Dipeptide transport system permease protein DppC
1412 	prok_03561 	3749976..3750995 	- 	1020 	dppB_1 	prok_03561 	- 	- 	Dipeptide transport system permease protein DppB
1413 	prok_03562 	3751013..3751240 	+ 	228 	- 	prok_03562 	- 	- 	hypothetical protein
1414 	prok_03563 	3751303..3752910 	- 	1608 	dppA_2 	prok_03563 	- 	- 	Dipeptide-binding protein
1415 	prok_03565 	3753821..3755512 	- 	1692 	eptB 	prok_03565 	- 	- 	Phosphoethanolamine transferase EptB
1416 	prok_03566 	3755765..3756289 	- 	525 	fimA_3 	prok_03566 	- 	- 	Type-1A pilin
1416 	prok_03567 	3756295..3757347 	- 	1053 	elfG_2 	prok_03567 	- 	- 	putative fimbrial-like protein ElfG precursor
1416 	prok_03568 	3757358..3759889 	- 	2532 	fimD_2 	prok_03568 	- 	- 	Outer membrane usher protein FimD precursor
1416 	prok_03569 	3759912..3760598 	- 	687 	focC_2 	prok_03569 	- 	- 	Chaperone protein FocC precursor
1416 	prok_03570 	3760682..3761206 	- 	525 	fimA_4 	prok_03570 	- 	- 	Type-1A pilin
1417 	prok_03571 	3761531..3762733 	- 	1203 	yhjX 	prok_03571 	- 	- 	putative MFS-type transporter YhjX
1418 	prok_03572 	3762962..3763660 	- 	699 	lip-1 	prok_03572 	- 	- 	Lipase 1 precursor
1419 	prok_03573 	3763818..3764381 	+ 	564 	tag 	prok_03573 	- 	- 	DNA-3-methyladenine glycosylase 1
1419 	prok_03574 	3764378..3764818 	+ 	441 	yjaB_1 	prok_03574 	- 	- 	putative N-acetyltransferase YjaB
1420 	prok_03575 	3764787..3767120 	- 	2334 	torZ_2 	prok_03575 	- 	- 	Trimethylamine-N-oxide reductase 2 precursor
1421 	prok_03576 	3767273..3767932 	+ 	660 	yiaD_2 	prok_03576 	- 	- 	Inner membrane lipoprotein YiaD precursor
1421 	prok_03577 	3768036..3769010 	+ 	975 	ghrB 	prok_03577 	- 	- 	Glyoxylate/hydroxypyruvate reductase B
1422 	prok_03578 	3769060..3769770 	- 	711 	- 	prok_03578 	- 	- 	hypothetical protein
1423 	prok_03579 	3770204..3770494 	+ 	291 	- 	prok_03579 	- 	- 	putative transcriptional regulator
1424 	prok_03580 	3770775..3770987 	+ 	213 	cspA 	prok_03580 	- 	- 	hypothetical protein
1425 	prok_03581 	3771175..3771387 	- 	213 	- 	prok_03581 	- 	- 	small toxic polypeptide
1426 	prok_03582 	3771650..3773719 	- 	2070 	glyS 	prok_03582 	- 	- 	Glycine--tRNA ligase beta subunit
1426 	prok_03583 	3773729..3774640 	- 	912 	glyQ 	prok_03583 	- 	- 	Glycine--tRNA ligase alpha subunit
1426 	prok_03584 	3774735..3775043 	- 	309 	- 	prok_03584 	- 	- 	hypothetical protein
1427 	prok_03585 	3775218..3776213 	+ 	996 	yiaH 	prok_03585 	- 	- 	Inner membrane protein YiaH
1428 	prok_03586 	3776254..3776691 	- 	438 	yiaA 	prok_03586 	- 	- 	Inner membrane protein YiaA
1428 	prok_03587 	3776737..3777078 	- 	342 	yiaB 	prok_03587 	- 	- 	Inner membrane protein YiaB
1428 	prok_03588 	3777247..3778701 	- 	1455 	xylB_2 	prok_03588 	- 	- 	Xylulose kinase
1428 	prok_03589 	3778773..3780095 	- 	1323 	xylA_2 	prok_03589 	- 	- 	Xylose isomerase
1429 	prok_03590 	3780461..3781453 	+ 	993 	xylF 	prok_03590 	- 	- 	D-xylose-binding periplasmic protein precursor
1429 	prok_03591 	3781531..3783072 	+ 	1542 	xylG 	prok_03591 	- 	- 	Xylose import ATP-binding protein XylG
1429 	prok_03592 	3783050..3784231 	+ 	1182 	xylH 	prok_03592 	- 	- 	Xylose transport system permease protein XylH
1429 	prok_03593 	3784309..3785487 	+ 	1179 	xylR 	prok_03593 	- 	- 	Xylose operon regulatory protein
1430 	prok_03594 	3785595..3786419 	- 	825 	- 	prok_03594 	- 	- 	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
1431 	prok_03595 	3786739..3788769 	+ 	2031 	malS 	prok_03595 	- 	- 	Alpha-amylase precursor
1432 	prok_03596 	3788947..3790200 	+ 	1254 	avtA 	prok_03596 	- 	- 	Valine--pyruvate aminotransferase
1433 	prok_03597 	3790352..3790825 	- 	474 	hydN_3 	prok_03597 	- 	- 	Electron transport protein HydN
1433 	prok_03598 	3790927..3791775 	- 	849 	yiaJ 	prok_03598 	- 	- 	YiaKLMNOPQRS operon repressor
1434 	prok_03599 	3791976..3792974 	+ 	999 	dlgD 	prok_03599 	- 	- 	2,3-diketo-L-gulonate reductase
1434 	prok_03600 	3792986..3793450 	+ 	465 	tabA_3 	prok_03600 	- 	- 	Toxin-antitoxin biofilm protein TabA
1434 	prok_03601 	3793473..3794393 	+ 	921 	- 	prok_03601 	- 	- 	hypothetical protein
1434 	prok_03602 	3794507..3794974 	+ 	468 	yiaM 	prok_03602 	- 	- 	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
1434 	prok_03603 	3794977..3796254 	+ 	1278 	siaT_2 	prok_03603 	- 	- 	Neu5Ac permease
1434 	prok_03604 	3796267..3797253 	+ 	987 	yiaO 	prok_03604 	- 	- 	Extracytoplasmic solute receptor protein YiaO
1434 	prok_03605 	3797257..3798753 	+ 	1497 	lyx 	prok_03605 	- 	- 	L-xylulose/3-keto-L-gulonate kinase
1434 	prok_03606 	3798750..3799412 	+ 	663 	sgbH 	prok_03606 	- 	- 	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
1434 	prok_03607 	3799405..3800265 	+ 	861 	ulaE_1 	prok_03607 	- 	- 	L-ribulose-5-phosphate 3-epimerase UlaE
1434 	prok_03608 	3800259..3800954 	+ 	696 	sgbE 	prok_03608 	- 	- 	L-ribulose-5-phosphate 4-epimerase SgbE
1435 	prok_03609 	3801001..3802539 	- 	1539 	aldB 	prok_03609 	- 	- 	Aldehyde dehydrogenase B
1435 	prok_03610 	3802647..3803942 	- 	1296 	- 	prok_03610 	- 	- 	Fic/DOC family protein
1435 	prok_03611 	3804072..3805223 	- 	1152 	adhB 	prok_03611 	- 	- 	Alcohol dehydrogenase 2
1436 	prok_03612 	3805414..3807258 	- 	1845 	selB 	prok_03612 	- 	- 	SelB translation factor
1436 	prok_03613 	3807255..3808646 	- 	1392 	selA 	prok_03613 	- 	- 	L-seryl-tRNA(Sec) selenium transferase
1436 	prok_03614 	3808744..3809352 	- 	609 	yibF 	prok_03614 	- 	- 	putative GST-like protein YibF
1436 	prok_03615 	3809423..3810559 	- 	1137 	yibH 	prok_03615 	- 	- 	Inner membrane protein YibH
1436 	prok_03616 	3810562..3810924 	- 	363 	yiaW 	prok_03616 	- 	- 	Inner membrane protein YiaW
1437 	prok_03617 	3811461..3813374 	+ 	1914 	mtlA_3 	prok_03617 	- 	- 	EIICBA-Mtl
1438 	prok_03618 	3813794..3814942 	+ 	1149 	mtlD 	prok_03618 	- 	- 	Mannitol-1-phosphate 5-dehydrogenase
1438 	prok_03619 	3814942..3815529 	+ 	588 	mtlR_2 	prok_03619 	- 	- 	Mannitol repressor protein
1439 	prok_03620 	3815540..3815749 	- 	210 	- 	prok_03620 	- 	- 	hypothetical protein
1440 	prok_03621 	3816033..3816395 	+ 	363 	- 	prok_03621 	- 	- 	hypothetical protein
1441 	prok_03622 	3816954..3817637 	+ 	684 	- 	prok_03622 	- 	- 	hypothetical protein
1441 	prok_03623 	3817681..3822627 	+ 	4947 	yadA 	prok_03623 	- 	- 	Adhesin YadA precursor
1442 	prok_03624 	3823037..3824692 	+ 	1656 	lldP 	prok_03624 	- 	- 	L-lactate permease
1442 	prok_03625 	3824692..3825468 	+ 	777 	lldR_3 	prok_03625 	- 	- 	Putative L-lactate dehydrogenase operon regulatory protein
1442 	prok_03626 	3825465..3826655 	+ 	1191 	lldD 	prok_03626 	- 	- 	L-lactate dehydrogenase [cytochrome]
1442 	prok_03627 	3826703..3827176 	+ 	474 	trmL 	prok_03627 	- 	- 	tRNA (cytidine(34)-2'-O)-methyltransferase
1443 	prok_03628 	3827231..3828052 	- 	822 	cysE_2 	prok_03628 	- 	- 	Serine acetyltransferase
1443 	prok_03629 	3828132..3829151 	- 	1020 	gpsA 	prok_03629 	- 	- 	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
1443 	prok_03630 	3829151..3829618 	- 	468 	secB 	prok_03630 	- 	- 	Protein-export protein SecB
1443 	prok_03631 	3829682..3829933 	- 	252 	grxC 	prok_03631 	- 	- 	Glutaredoxin-3
1443 	prok_03632 	3830074..3830505 	- 	432 	- 	prok_03632 	- 	- 	molybdopterin biosynthesis protein MoeB
1444 	prok_03633 	3830750..3832294 	+ 	1545 	gpmI 	prok_03633 	- 	- 	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
1444 	prok_03634 	3832328..3833587 	+ 	1260 	envC 	prok_03634 	- 	- 	Septal ring factor
1444 	prok_03635 	3833591..3834550 	+ 	960 	- 	prok_03635 	- 	- 	Divergent polysaccharide deacetylase
1445 	prok_03636 	3834537..3835571 	- 	1035 	epsJ_1 	prok_03636 	- 	- 	putative glycosyltransferase EpsJ
1446 	prok_03637 	3835810..3836835 	- 	1026 	tdh 	prok_03637 	- 	- 	L-threonine 3-dehydrogenase
1446 	prok_03638 	3836845..3838041 	- 	1197 	kbl 	prok_03638 	- 	- 	2-amino-3-ketobutyrate coenzyme A ligase
1447 	prok_03639 	3838255..3839187 	+ 	933 	hldD 	prok_03639 	- 	- 	ADP-L-glycero-D-manno-heptose-6-epimerase
1447 	prok_03640 	3839197..3840243 	+ 	1047 	rfaF 	prok_03640 	- 	- 	ADP-heptose--LPS heptosyltransferase 2
1447 	prok_03641 	3840247..3841227 	+ 	981 	rfaC 	prok_03641 	- 	- 	Lipopolysaccharide heptosyltransferase 1
1448 	prok_03642 	3841297..3842550 	- 	1254 	rfaL 	prok_03642 	- 	- 	O-antigen ligase
1448 	prok_03643 	3842596..3843579 	- 	984 	epsJ_2 	prok_03643 	- 	- 	putative glycosyltransferase EpsJ
1448 	prok_03644 	3843661..3844689 	- 	1029 	gspA_2 	prok_03644 	- 	- 	General stress protein A
1448 	prok_03645 	3844715..3845407 	- 	693 	rfaY 	prok_03645 	- 	- 	Lipopolysaccharide core heptose(II) kinase RfaY
1448 	prok_03646 	3845417..3846412 	- 	996 	gspA_3 	prok_03646 	- 	- 	General stress protein A
1448 	prok_03647 	3846429..3847445 	- 	1017 	gspA_4 	prok_03647 	- 	- 	General stress protein A
1448 	prok_03648 	3847461..3848258 	- 	798 	rfaP_2 	prok_03648 	- 	- 	Lipopolysaccharide core heptose(I) kinase RfaP
1448 	prok_03649 	3848251..3849375 	- 	1125 	rfaG 	prok_03649 	- 	- 	Lipopolysaccharide core biosynthesis protein RfaG
1448 	prok_03650 	3849372..3850430 	- 	1059 	rfaQ 	prok_03650 	- 	- 	Lipopolysaccharide core heptosyltransferase RfaQ
1449 	prok_03651 	3850843..3852120 	+ 	1278 	waaA 	prok_03651 	- 	- 	3-deoxy-D-manno-octulosonic acid transferase
1449 	prok_03652 	3852128..3852607 	+ 	480 	coaD 	prok_03652 	- 	- 	Phosphopantetheine adenylyltransferase
1450 	prok_03653 	3852646..3853455 	- 	810 	mutM 	prok_03653 	- 	- 	Formamidopyrimidine-DNA glycosylase
1450 	prok_03654 	3853553..3853720 	- 	168 	rpmG 	prok_03654 	- 	- 	50S ribosomal protein L33
1450 	prok_03655 	3853741..3853977 	- 	237 	rpmB 	prok_03655 	- 	- 	50S ribosomal protein L28
1451 	prok_03656 	3854194..3854862 	- 	669 	- 	prok_03656 	- 	- 	DNA repair protein RadC
1452 	prok_03657 	3855034..3856254 	+ 	1221 	coaBC 	prok_03657 	- 	- 	DNA/pantothenate metabolism flavoprotein
1452 	prok_03658 	3856232..3856690 	+ 	459 	dut 	prok_03658 	- 	- 	Deoxyuridine 5'-triphosphate nucleotidohydrolase
1452 	prok_03659 	3856797..3857393 	+ 	597 	slmA 	prok_03659 	- 	- 	Synthetically lethal with a defective Min system protein A
1453 	prok_03660 	3857430..3858071 	- 	642 	pyrE 	prok_03660 	- 	- 	Orotate phosphoribosyltransferase
1453 	prok_03661 	3858137..3858853 	- 	717 	rph 	prok_03661 	- 	- 	Ribonuclease PH
1454 	prok_03662 	3858980..3859843 	+ 	864 	- 	prok_03662 	- 	- 	hypothetical protein
1455 	prok_03663 	3860065..3860889 	+ 	825 	- 	prok_03663 	- 	- 	DNA-damage-inducible protein D
1456 	prok_03664 	3861181..3861798 	+ 	618 	- 	prok_03664 	- 	- 	putative membrane protein
1457 	prok_03665 	3861795..3863477 	- 	1683 	ligB 	prok_03665 	- 	- 	DNA ligase B
1458 	prok_03666 	3863735..3864358 	+ 	624 	gmk 	prok_03666 	- 	- 	Guanylate kinase
1458 	prok_03667 	3864413..3864688 	+ 	276 	rpoZ 	prok_03667 	- 	- 	DNA-directed RNA polymerase subunit omega
1458 	prok_03668 	3864707..3866815 	+ 	2109 	spoT 	prok_03668 	- 	- 	Bifunctional (p)ppGpp synthase/hydrolase SpoT
1458 	prok_03669 	3866855..3867511 	+ 	657 	trmH 	prok_03669 	- 	- 	tRNA (guanosine(18)-2'-O)-methyltransferase
1458 	prok_03670 	3867517..3869598 	+ 	2082 	recG 	prok_03670 	- 	- 	ATP-dependent DNA helicase RecG
1459 	prok_03671 	3869632..3870837 	- 	1206 	gltS 	prok_03671 	- 	- 	Glutamate permease
1460 	prok_03672 	3871117..3872508 	+ 	1392 	xanP 	prok_03672 	- 	- 	Xanthine permease XanP
1460 	prok_03673 	3872629..3874338 	+ 	1710 	- 	prok_03673 	- 	- 	putative protein involved in outer membrane biogenesis
1461 	prok_03674 	3874382..3875062 	- 	681 	- 	prok_03674 	- 	- 	ABC-type sugar transport system, auxiliary component
1461 	prok_03675 	3875043..3875975 	- 	933 	mak_2 	prok_03675 	- 	- 	Fructokinase
1461 	prok_03676 	3876023..3876883 	- 	861 	fbaA_3 	prok_03676 	- 	- 	putative fructose-bisphosphate aldolase
1461 	prok_03677 	3876964..3877815 	- 	852 	kbaY_3 	prok_03677 	- 	- 	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
1461 	prok_03678 	3877827..3878918 	- 	1092 	fruA_2 	prok_03678 	- 	- 	EIIBC-Fru
1461 	prok_03679 	3878943..3879257 	- 	315 	manP_1 	prok_03679 	- 	- 	EIIBCA-Man
1461 	prok_03680 	3879275..3879745 	- 	471 	fruA_3 	prok_03680 	- 	- 	EIIABC-Fru
1461 	prok_03681 	3879772..3881325 	- 	1554 	mtlR_3 	prok_03681 	- 	- 	Mannitol operon transcriptional activator
1462 	prok_03682 	3881620..3883938 	- 	2319 	yicI 	prok_03682 	- 	- 	Alpha-xylosidase
1462 	prok_03683 	3883948..3885330 	- 	1383 	yicJ 	prok_03683 	- 	- 	Inner membrane symporter YicJ
1463 	prok_03685 	3885770..3886807 	+ 	1038 	- 	prok_03685 	- 	- 	Virulence protein
1464 	prok_03686 	3887377..3887874 	+ 	498 	- 	prok_03686 	- 	- 	hypothetical protein
1464 	prok_03687 	3888041..3888964 	+ 	924 	yicL 	prok_03687 	- 	- 	putative inner membrane transporter YicL
1465 	prok_03688 	3888968..3889786 	- 	819 	nlpA 	prok_03688 	- 	- 	Lipoprotein 28 precursor
1466 	prok_03689 	3890008..3890301 	+ 	294 	- 	prok_03689 	- 	- 	hypothetical protein
1467 	prok_03690 	3890342..3891580 	- 	1239 	nepI 	prok_03690 	- 	- 	Purine ribonucleoside efflux pump NepI
1467 	prok_03691 	3891743..3892195 	- 	453 	- 	prok_03691 	- 	- 	hypothetical protein
1467 	prok_03692 	3892248..3893582 	- 	1335 	yicO 	prok_03692 	- 	- 	Putative permease YicO
1468 	prok_03693 	3893757..3895523 	+ 	1767 	ade 	prok_03693 	- 	- 	Adenine deaminase
1469 	prok_03694 	3895569..3896960 	- 	1392 	uhpT 	prok_03694 	- 	- 	Hexose phosphate transport protein
1469 	prok_03695 	3897098..3898417 	- 	1320 	uhpC 	prok_03695 	- 	- 	Regulatory protein UhpC
1469 	prok_03696 	3898427..3899929 	- 	1503 	degS_2 	prok_03696 	- 	- 	Signal transduction histidine-protein kinase/phosphatase DegS
1469 	prok_03697 	3899929..3900519 	- 	591 	uhpA 	prok_03697 	- 	- 	Transcriptional regulatory protein UhpA
1470 	prok_03698 	3900934..3901794 	+ 	861 	- 	prok_03698 	- 	- 	hypothetical protein
1471 	prok_03699 	3901985..3902275 	- 	291 	ilvN 	prok_03699 	- 	- 	Acetolactate synthase isozyme 1 small subunit
1471 	prok_03700 	3902279..3903967 	- 	1689 	ilvB 	prok_03700 	- 	- 	Acetolactate synthase isozyme 1 large subunit
1472 	prok_03701 	3904572..3905756 	+ 	1185 	emrD 	prok_03701 	- 	- 	Multidrug resistance protein D
1473 	prok_03702 	3905764..3906261 	- 	498 	chuR_1 	prok_03702 	- 	- 	Anaerobic sulfatase-maturating enzyme
1473 	prok_03703 	3906258..3906620 	- 	363 	yidG 	prok_03703 	- 	- 	Inner membrane protein YidG
1473 	prok_03704 	3906610..3906957 	- 	348 	yidH 	prok_03704 	- 	- 	Inner membrane protein YidH
1473 	prok_03705 	3907017..3908510 	- 	1494 	betC_2 	prok_03705 	- 	- 	Choline-sulfatase
1473 	prok_03706 	3908507..3910222 	- 	1716 	yidK 	prok_03706 	- 	- 	putative symporter YidK
1474 	prok_03707 	3910389..3911255 	+ 	867 	cdhR 	prok_03707 	- 	- 	Carnitine catabolism transcriptional activator
1475 	prok_03708 	3911345..3913006 	- 	1662 	aspT_2 	prok_03708 	- 	- 	Aspartate/alanine antiporter
1476 	prok_03709 	3913203..3913631 	- 	429 	ibpB 	prok_03709 	- 	- 	16 kDa heat shock protein B
1476 	prok_03710 	3913743..3914156 	- 	414 	ibpA 	prok_03710 	- 	- 	16 kDa heat shock protein A
1477 	prok_03711 	3914534..3914794 	+ 	261 	- 	prok_03711 	- 	- 	putative periplasmic lipoprotein
1478 	prok_03712 	3914796..3916010 	- 	1215 	- 	prok_03712 	- 	- 	hypothetical protein
1479 	prok_03713 	3916111..3917211 	+ 	1101 	cbrA 	prok_03713 	- 	- 	CreB-regulated gene A protein
1480 	prok_03714 	3917172..3918464 	- 	1293 	dgoT 	prok_03714 	- 	- 	D-galactonate transporter
1480 	prok_03715 	3918584..3919732 	- 	1149 	dgoD 	prok_03715 	- 	- 	D-galactonate dehydratase
1480 	prok_03716 	3919729..3920346 	- 	618 	dgoA_1 	prok_03716 	- 	- 	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
1480 	prok_03717 	3920330..3921208 	- 	879 	- 	prok_03717 	- 	- 	2-keto-3-deoxy-galactonokinase
1480 	prok_03718 	3921205..3921894 	- 	690 	lutR_2 	prok_03718 	- 	- 	L-lactate utilization operon repressor
1481 	prok_03719 	3922173..3922829 	+ 	657 	- 	prok_03719 	- 	- 	hypothetical protein
1482 	prok_03720 	3922873..3923685 	- 	813 	yidA 	prok_03720 	- 	- 	Sugar phosphatase YidA
1482 	prok_03721 	3923800..3924198 	- 	399 	- 	prok_03721 	- 	- 	hypothetical protein
1483 	prok_03722 	3924438..3926852 	- 	2415 	gyrB 	prok_03722 	- 	- 	DNA gyrase subunit B
1483 	prok_03723 	3926881..3927954 	- 	1074 	recF 	prok_03723 	- 	- 	DNA replication and repair protein RecF
1483 	prok_03724 	3927954..3929054 	- 	1101 	dnaN 	prok_03724 	- 	- 	DNA polymerase III subunit beta
1483 	prok_03725 	3929059..3930462 	- 	1404 	dnaA 	prok_03725 	- 	- 	Chromosomal replication initiator protein DnaA
1484 	prok_03726 	3931069..3931209 	+ 	141 	rpmH 	prok_03726 	- 	- 	50S ribosomal protein L34
1484 	prok_03727 	3931259..3931585 	+ 	327 	rnpA 	prok_03727 	- 	- 	Ribonuclease P protein component
1485 	prok_03728 	3931809..3933455 	+ 	1647 	yidC 	prok_03728 	- 	- 	Oxa1Ec
1485 	prok_03729 	3933561..3934925 	+ 	1365 	mnmE 	prok_03729 	- 	- 	tRNA modification GTPase MnmE
1486 	prok_03730 	3935462..3936877 	+ 	1416 	tnaA 	prok_03730 	- 	- 	Tryptophanase
1486 	prok_03731 	3936969..3938216 	+ 	1248 	tnaB 	prok_03731 	- 	- 	Low affinity tryptophan permease
1486 	prok_03732 	3938348..3939523 	+ 	1176 	mdtL 	prok_03732 	- 	- 	Multidrug resistance protein MdtL
1486 	prok_03733 	3939498..3940457 	+ 	960 	yidZ 	prok_03733 	- 	- 	HTH-type transcriptional regulator YidZ
1486 	prok_03734 	3940614..3941363 	+ 	750 	- 	prok_03734 	- 	- 	holo-(acyl carrier protein) synthase 2
1486 	prok_03735 	3941385..3941951 	+ 	567 	azr 	prok_03735 	- 	- 	NADPH azoreductase
1487 	prok_03736 	3942005..3943342 	- 	1338 	purP 	prok_03736 	- 	- 	putative adenine permease PurP
1488 	prok_03737 	3943509..3944174 	+ 	666 	yieH 	prok_03737 	- 	- 	6-phosphogluconate phosphatase
1488 	prok_03738 	3944241..3944714 	+ 	474 	cbrB 	prok_03738 	- 	- 	CreB-regulated gene B protein
1489 	prok_03739 	3944796..3945518 	- 	723 	nagB_3 	prok_03739 	- 	- 	Glucosamine-6-phosphate deaminase
1489 	prok_03740 	3945533..3946702 	- 	1170 	axe1-6A 	prok_03740 	- 	- 	Carbohydrate acetyl esterase/feruloyl esterase precursor
1489 	prok_03741 	3946729..3948345 	- 	1617 	bglH_3 	prok_03741 	- 	- 	Cryptic outer membrane porin BglH precursor
1489 	prok_03742 	3948431..3949825 	- 	1395 	bglB 	prok_03742 	- 	- 	6-phospho-beta-glucosidase BglB
1489 	prok_03743 	3949844..3951718 	- 	1875 	bglF_2 	prok_03743 	- 	- 	EIIBCA-Bgl
1489 	prok_03744 	3951852..3952688 	- 	837 	bglG 	prok_03744 	- 	- 	Cryptic beta-glucoside bgl operon antiterminator
1490 	prok_03745 	3952974..3953699 	- 	726 	phoU 	prok_03745 	- 	- 	Negative regulator of Pho regulon
1490 	prok_03746 	3953714..3954487 	- 	774 	pstB 	prok_03746 	- 	- 	Phosphate import ATP-binding protein PstB
1490 	prok_03747 	3954578..3955468 	- 	891 	pstA 	prok_03747 	- 	- 	Phosphate transport system permease protein PstA
1490 	prok_03748 	3955468..3956427 	- 	960 	pstC 	prok_03748 	- 	- 	Phosphate transport system permease protein PstC
1490 	prok_03749 	3956514..3957554 	- 	1041 	pstS 	prok_03749 	- 	- 	Phosphate-binding protein PstS precursor
1491 	prok_03750 	3957868..3959697 	- 	1830 	glmS 	prok_03750 	- 	- 	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
